J0_dist_from_J1,J0_speed,J0_acceleration,J1_speed,J1_acceleration,J2_dist_from_J1,J2_speed,J2_acceleration,J3_dist_from_J1,J3_speed,J3_acceleration,J4_dist_from_J1,J4_speed,J4_acceleration,J5_dist_from_J1,J5_speed,J5_acceleration,J6_dist_from_J1,J6_speed,J6_acceleration,J7_dist_from_J1,J7_speed,J7_acceleration,J8_dist_from_J1,J8_speed,J8_acceleration,J9_dist_from_J1,J9_speed,J9_acceleration,J10_dist_from_J1,J10_speed,J10_acceleration,J11_dist_from_J1,J11_speed,J11_acceleration,J12_dist_from_J1,J12_speed,J12_acceleration,J13_dist_from_J1,J13_speed,J13_acceleration,J14_dist_from_J1,J14_speed,J14_acceleration,J15_dist_from_J1,J15_speed,J15_acceleration,J16_dist_from_J1,J16_speed,J16_acceleration,J17_dist_from_J1,J17_speed,J17_acceleration,J18_dist_from_J1,J18_speed,J18_acceleration,J19_dist_from_J1,J19_speed,J19_acceleration,J20_dist_from_J1,J20_speed,J20_acceleration,J21_dist_from_J1,J21_speed,J21_acceleration,J22_dist_from_J1,J22_speed,J22_acceleration,J23_dist_from_J1,J23_speed,J23_acceleration,J24_dist_from_J1,J24_speed,J24_acceleration,interhand_dist,interhand_speed,interhand_acceleration
mean,0.30983391797207793,0.1675597445827838,-0.008994692713755395,0.13738959860866978,-0.036219518784948154,0.3051037959498141,0.15595964364569795,-0.04539689499000828,0.4179761464648028,0.1811080532984816,-0.012306280619759939,0.25529406023284446,0.1601817057820446,-0.010737367766794756,0.2655634034564286,0.30139276269999005,0.04545849484979508,0.34634726335571686,0.514951373777999,0.1487728463219351,0.3855248779304035,0.6005890625183261,0.15075091018800507,0.25217118274416606,0.16426849731832016,-0.04928963138714346,0.25845019847694933,0.32244490736301135,0.024433414091394462,0.3467229892003117,0.5571136777898966,0.0034148198148161463,0.3865227158938746,0.6543994982799545,-0.06983476883304723,0.3099872290898197,0.18854952561792016,-0.032279362739680705,0.6553690838948462,0.25153832584015756,0.1336789696102833,0.9920391319655142,0.2659329755725257,0.0688226891542405,1.0403997006328731,0.436277456528988,0.03551966399546319,0.3107860500167484,0.18874913276182634,-0.008694881830046528,0.6559480050888657,0.2622522727079905,0.06616169087820326,0.9939146518487102,0.2676714727936451,0.014107950552975933,1.0380828478447586,0.4395088074538644,-0.16446929284854678,0.22937733517009096,0.14683264457539655,-0.04496137736446293,0.42847686133545226,0.7795332231519194,-0.041792968993638296,0.39151451632012096,0.9946988164781158,0.2415704485252127,0.42748786826962326,0.8439856344817431,-0.052210619635728504,0.3923525565717394,1.0292888083084721,0.10453074740067321,0.3820293108892153,0.046672722468768364,-0.33380429333959577
std,0.027784900285452184,0.21170026207626055,3.8467313900965343,0.16689748259927858,2.4870404224826874,0.02572953554980011,0.18605791970870442,2.5954998023605564,0.03256463402415173,0.19883942195179594,2.7569533051724786,0.02533482621476242,0.19926608714225277,3.2027848452945977,0.05103626390966717,0.36763651720907203,7.370592926355096,0.08753383022372394,0.608000868390745,14.559140454032715,0.10032884608953133,0.6641298757288021,13.346563555321886,0.029743300652956554,0.1983413353769346,3.2759195116064133,0.05443551559842302,0.38169340035044236,8.014190894666568,0.08432646647199211,0.6378683942875895,15.733443743772552,0.09449616877632971,0.7077789578667429,14.816740520025615,0.02911922186926883,0.23695566068875232,4.756175529261406,0.07133655532549278,0.37187435921580714,7.230137488808406,0.11612341460605675,0.42699506313280977,8.020690338733994,0.1323540561345176,0.6976058572105237,15.164204784119667,0.02914617226912565,0.23721195600894887,4.7593665158503855,0.07175048139620233,0.3891484004249219,7.884820234200118,0.10204891321647083,0.42015531841512915,8.349004133857315,0.12315543052789316,0.6789994487855449,15.072681254177429,0.01959448761489945,0.17700340999497258,2.3761969006175585,0.10576327715401222,0.7695772705741235,16.968749314233076,0.10188985110175243,0.8739613202018898,22.63999094727944,0.10216846750188921,0.830901538225892,18.97634896784525,0.095360582233125,0.8995000248874532,23.404657580785074,0.22086210175034054,0.693069491034996,27.06313546390951
